-0.000125,-0.0884375
0.000125,-0.088
0.000375,-0.0882813
0.000625,-0.0875313
0.000875,-0.0883437
0.001125,-0.0879688
0.001375,-0.0883437
0.001625,-0.088
0.001875,-0.0877813
0.002125,-0.0880938
0.002375,-0.0877813
0.002625,-0.0880938
0.002875,-0.0878438
0.003125,-0.0882187
0.003375,-0.0876563
0.003625,-0.0884375
0.003875,-0.0879062
0.004125,-0.088375
0.004375,-0.0878125
0.004625,-0.0885
0.004875,-0.0879688
0.005125,-0.0880938
0.005375,-0.0881563
0.005625,-0.0880312
0.005875,-0.0882813
0.006125,-0.0878438
0.006375,-0.0883437
0.006625,-0.0877187
0.006875,-0.0884062
0.007125,-0.0877813
0.007375,-0.0885
0.007625,-0.0879375
0.007875,-0.0880938
0.008125,-0.0879375
0.008375,-0.088125
0.008625,-0.0880938
0.008875,-0.0880312
0.009125,-0.0885
0.009375,-0.0879062
0.009625,-0.088375
0.009875,-0.0764688
0.010125,-0.07375
0.010375,-0.069625
0.010625,-0.0664688
0.010875,-0.0623438
0.011125,-0.0585
0.011375,-0.0545625
0.011625,-0.04875
0.011875,-0.045875
0.012125,0.0397188
0.012375,0.03475
0.012625,0.0274688
0.012875,0.02
0.013125,0.0147812
0.013375,0.009875
0.013625,0.00678125
0.013875,0.0033125
0.014125,0.00153125
0.014375,-0.0004375
0.014625,-0.00209375
0.014875,-0.00328125
0.015125,-0.005
0.015375,-0.00553125
0.015625,-0.007
0.015875,-0.00734375
0.016125,-0.0088125
0.016375,-0.009
0.016625,-0.0102812
0.016875,-0.0104375
0.017125,-0.01125
0.017375,-0.0115312
0.017625,-0.0117813
0.017875,-0.0122188
0.018125,-0.0124687
0.018375,-0.0129375
0.018625,-0.012625
0.018875,-0.0134687
0.019125,-0.0129062
0.019375,-0.0136563
0.019625,-0.0132188
0.019875,-0.0139062
0.020125,-0.01325
0.020375,-0.013875
0.020625,-0.0134062
0.020875,-0.013375
0.021125,-0.0135312
0.021375,-0.0130937
0.021625,-0.0134687
0.021875,-0.012875
0.022125,-0.0132188
0.022375,-0.012625
0.022625,-0.0129062
0.022875,-0.012375
0.023125,-0.0126563
0.023375,-0.0120625
0.023625,-0.012
0.023875,-0.0116875
0.024125,-0.0115
0.024375,-0.011625
0.024625,-0.011
0.024875,-0.011
0.025125,-0.0105
0.025375,-0.0108438
0.025625,-0.0101562
0.025875,-0.0104063
0.026125,-0.00953125
0.026375,-0.00971875
0.026625,-0.00921875
0.026875,-0.008875
0.027125,-0.009
0.027375,-0.0083125
0.027625,-0.00853125
0.027875,-0.00809375
0.028125,-0.0080625
0.028375,-0.00740625
0.028625,-0.00753125
0.028875,-0.00690625
0.029125,-0.00728125
0.029375,-0.00621875
0.029625,-0.00675
0.029875,-0.005875
