-0.000125,1.02397
0.000125,0.928563
0.000375,-0.156125
0.000625,-1.024
0.000875,-1.024
0.001125,-0.521187
0.001375,0.771406
0.001625,1.02397
0.001875,1.02397
0.002125,0.234313
0.002375,-0.897281
0.002625,-1.024
0.002875,-0.960688
0.003125,0.339063
0.003375,1.02397
0.003625,1.02397
0.003875,0.565656
0.004125,-0.630281
0.004375,-1.024
0.004625,-1.024
0.004875,0.0718438
0.005125,1.02397
0.005375,1.02397
0.005625,0.755594
0.005875,-0.411094
0.006125,-1.024
0.006375,-1.024
0.006625,-0.220281
0.006875,1.02397
0.007125,1.02397
0.007375,0.992
0.007625,-0.0944375
0.007875,-1.024
0.008125,-1.024
0.008375,-0.566531
0.008625,0.7205
0.008875,1.02397
0.009125,1.02397
0.009375,0.275687
0.009625,-0.904938
0.009875,-1.024
0.010125,-0.985281
0.010375,0.203
0.010625,1.02397
0.010875,1.02397
0.011125,0.871594
0.011375,-0.993844
0.011625,-0.713313
0.011875,1.02397
0.012125,0.883031
0.012375,-1.024
0.012625,-0.66175
0.012875,1.02397
0.013125,0.794625
0.013375,-1.024
0.013625,-0.564656
0.013875,1.02397
0.014125,0.71075
0.014375,-1.024
0.014625,-0.752813
0.014875,0.89375
0.015125,1.02397
0.015375,1.02397
0.015625,-0.041125
0.015875,-1.024
0.016125,-1.024
0.016375,-0.422375
0.016625,0.914594
0.016875,1.02397
0.017125,1.02397
0.017375,-0.0216563
0.017625,-1.024
0.017875,-1.024
0.018125,-0.364906
0.018375,0.9285
0.018625,1.02397
0.018875,1.02397
0.019125,-0.0312813
0.019375,-1.024
0.019625,-1.024
0.019875,-0.416187
0.020125,0.915688
0.020375,1.02397
0.020625,1.02397
0.020875,-0.0021875
0.021125,-1.024
0.021375,-1.024
0.021625,-0.555531
0.021875,0.742375
0.022125,1.02397
0.022375,1.02397
0.022625,0.313
0.022875,-0.829469
0.023125,-1.024
0.023375,-0.906281
0.023625,0.389156
0.023875,1.02397
0.024125,1.02397
0.024375,0.634687
0.024625,-0.507
0.024875,-1.024
0.025125,-1.024
0.025375,-0.0955625
0.025625,1.02397
0.025875,1.02397
0.026125,0.988688
0.026375,-0.0785938
0.026625,-1.024
0.026875,-1.024
0.027125,-0.574844
0.027375,0.716062
0.027625,1.02397
0.027875,1.02397
0.028125,0.349937
0.028375,-0.790156
0.028625,-1.024
0.028875,-0.953656
0.029125,0.330844
0.029375,1.02397
0.029625,1.02397
0.029875,0.635656
0.030125,-0.509906
