0	0.0109454	
0.05	0.21188	
0.1	0.231044	
0.15	0.251033	
0.2	0.271843	
0.25	0.293427	
0.3	0.315791	
0.35	0.338881	
0.4	0.362683	
0.45	0.387156	
0.5	0.41227	
0.55	0.437947	
0.6	0.464133	
0.65	0.490717	
0.7	0.517551	
0.75	0.544445	
0.8	0.571155	
0.85	0.597466	
0.9	0.623226	
0.95	0.648319	
1	0.672688	
1.05	0.696281	
1.1	0.719038	
1.15	0.740941	
1.2	0.761988	
1.25	0.78215	
1.3	0.801421	
1.35	0.819775	
1.4	0.837242	
1.45	0.853781	
1.5	0.869406	
1.55	0.884113	
1.6	0.897897	
1.65	0.91076	
1.7	0.922706	
1.75	0.933735	
1.8	0.943847	
1.85	0.953071	
1.9	0.961389	
1.95	0.968837	
2	0.975425	
2.05	0.981169	
2.1	0.986068	
2.15	0.990177	
2.2	0.993499	
2.25	0.996083	
2.3	0.997974	
2.35	0.999245	
2.4	1	
2.45	0.995349	
2.5	0.988317	
2.55	0.987842	
2.6	0.987369	
2.65	0.986898	
2.7	0.986429	
2.75	0.985963	
2.8	0.9855	
2.85	0.985038	
2.9	0.984579	
2.95	0.984122	
3	0.983668	
3.05	0.983215	
3.1	0.982765	
3.15	0.982318	
3.2	0.981872	
3.25	0.981429	
3.3	0.980988	
3.35	0.980549	
3.4	0.980112	
3.45	0.979678	
3.5	0.979246	
3.55	0.978816	
3.6	0.978388	
3.65	0.977962	
3.7	0.977538	
3.75	0.977117	
3.8	0.976697	
3.85	0.97628	
3.9	0.975865	
3.95	0.975452	
4	0.975041	
4.05	0.974632	
4.1	0.974225	
4.15	0.97382	
4.2	0.973418	
4.25	0.973017	
4.3	0.972618	
4.35	0.972221	
4.4	0.971827	
4.45	0.971434	
4.5	0.971043	
4.55	0.970655	
4.6	0.970268	
4.65	0.969883	
4.7	0.9695	
4.75	0.969119	
4.8	0.96874	
4.85	0.968363	
4.9	0.967988	
4.95	0.967614	
5	0.967243	
5.05	0.966873	
5.1	0.966506	
5.15	0.96614	
5.2	0.965776	
5.25	0.965414	
5.3	0.965054	
5.35	0.964695	
5.4	0.964338	
5.45	0.963984	
5.5	0.963631	
5.55	0.963279	
5.6	0.96293	
5.65	0.962582	
5.7	0.962236	
5.75	0.961892	
5.8	0.961549	
5.85	0.961209	
5.9	0.96087	
5.95	0.960532	
6	0.960197	
6.05	0.959863	
6.1	0.959531	
6.15	0.9592	
6.2	0.958871	
6.25	0.958544	
6.3	0.958219	
6.35	0.957895	
6.4	0.957573	
6.45	0.957252	
6.5	0.956933	
6.55	0.956616	
6.6	0.9563	
6.65	0.955986	
6.7	0.955674	
6.75	0.955363	
6.8	0.955053	
6.85	0.954745	
6.9	0.954439	
6.95	0.954135	
7	0.953831	
7.05	0.95353	
7.1	0.95323	
7.15	0.952931	
7.2	0.952634	
7.25	0.952339	
7.3	0.952045	
7.35	0.951752	
7.4	0.951461	
7.45	0.951171	
7.5	0.950883	
7.55	0.950597	
7.6	0.950311	
7.65	0.950028	
7.7	0.949745	
7.75	0.949465	
7.8	0.949185	
7.85	0.948907	
