0	-90.1249	4.71635	
0.05	-68.4265	0.721015	
0.1	-66.357	0.744648	
0.15	-64.1985	0.769329	
0.2	-61.9513	0.791607	
0.25	-59.6205	0.813628	
0.3	-57.2055	0.835892	
0.35	-54.712	0.857748	
0.4	-52.1418	0.877545	
0.45	-49.499	0.896585	
0.5	-46.787	0.913633	
0.55	-44.0143	0.928264	
0.6	-41.1865	0.94192	
0.65	-38.3158	0.950823	
0.7	-35.418	0.953945	
0.75	-32.5138	0.947989	
0.8	-29.6295	0.935842	
0.85	-26.7882	0.916591	
0.9	-24.0065	0.893774	
0.95	-21.2968	0.86835	
1	-18.6652	0.840964	
1.05	-16.1175	0.811522	
1.1	-13.66	0.783288	
1.15	-11.2948	0.752805	
1.2	-9.022	0.722815	
1.25	-6.84475	0.693805	
1.3	-4.76375	0.664837	
1.35	-2.78175	0.636034	
1.4	-0.8955	0.608001	
1.45	0.8905	0.578537	
1.5	2.57775	0.551704	
1.55	4.166	0.525123	
1.6	5.6545	0.499855	
1.65	7.0435	0.47464	
1.7	8.3335	0.451207	
1.75	9.5245	0.428631	
1.8	10.6165	0.408348	
1.85	11.6125	0.387342	
1.9	12.5108	0.370192	
1.95	13.315	0.353143	
2	14.0265	0.339202	
2.05	14.6467	0.326568	
2.1	15.1758	0.315293	
2.15	15.6195	0.306993	
2.2	15.9782	0.299907	
2.25	16.2572	0.295931	
2.3	16.4615	0.292673	
2.35	16.5987	0.290699	
2.4	16.6803	0.28908	
2.45	16.178	0.686882	
2.5	15.4187	0.188896	
2.55	15.3673	0.184789	
2.6	15.3162	0.180751	
2.65	15.2654	0.176781	
2.7	15.2148	0.172881	
2.75	15.1645	0.169052	
2.8	15.1144	0.165294	
2.85	15.0646	0.16161	
2.9	15.015	0.157999	
2.95	14.9656	0.154464	
3	14.9166	0.151006	
3.05	14.8677	0.147626	
3.1	14.8191	0.144325	
3.15	14.7708	0.141105	
3.2	14.7227	0.137969	
3.25	14.6748	0.134916	
3.3	14.6272	0.13195	
3.35	14.5798	0.129072	
3.4	14.5326	0.126285	
3.45	14.4857	0.123589	
3.5	14.439	0.120987	
3.55	14.3926	0.118481	
3.6	14.3464	0.116074	
3.65	14.3004	0.113766	
3.7	14.2547	0.111561	
3.75	14.2092	0.10946	
3.8	14.1639	0.107466	
3.85	14.1188	0.105579	
3.9	14.074	0.103802	
3.95	14.0294	0.102137	
4	13.985	0.100584	
4.05	13.9408	0.0991454	
4.1	13.8969	0.0978215	
4.15	13.8532	0.096613	
4.2	13.8097	0.0955204	
4.25	13.7664	0.0945437	
4.3	13.7234	0.0936824	
4.35	13.6805	0.092936	
4.4	13.6379	0.0923033	
4.45	13.5955	0.0917829	
4.5	13.5533	0.091373	
4.55	13.5113	0.0910713	
4.6	13.4696	0.0908753	
4.65	13.428	0.0907821	
4.7	13.3867	0.0907885	
4.75	13.3455	0.0908912	
4.8	13.3046	0.0910864	
4.85	13.2639	0.0913703	
4.9	13.2233	0.0917389	
4.95	13.183	0.0921881	
5	13.1429	0.0927137	
5.05	13.103	0.0933114	
5.1	13.0633	0.0939771	
5.15	13.0238	0.0947065	
5.2	12.9845	0.0954955	
5.25	12.9454	0.0963399	
5.3	12.9065	0.0972359	
5.35	12.8678	0.0981796	
5.4	12.8293	0.0991671	
5.45	12.7909	0.100195	
5.5	12.7528	0.10126	
5.55	12.7149	0.102358	
5.6	12.6771	0.103487	
5.65	12.6396	0.104643	
5.7	12.6022	0.105824	
5.75	12.5651	0.107026	
5.8	12.5281	0.108248	
5.85	12.4913	0.109487	
5.9	12.4547	0.11074	
5.95	12.4183	0.112006	
6	12.382	0.113283	
6.05	12.346	0.114568	
6.1	12.3101	0.11586	
6.15	12.2744	0.117157	
6.2	12.2389	0.118458	
6.25	12.2036	0.119761	
6.3	12.1684	0.121066	
6.35	12.1334	0.122369	
6.4	12.0987	0.123672	
6.45	12.064	0.124971	
6.5	12.0296	0.126267	
6.55	11.9953	0.127559	
6.6	11.9612	0.128845	
6.65	11.9273	0.130124	
6.7	11.8936	0.131397	
6.75	11.86	0.132661	
6.8	11.8266	0.133917	
6.85	11.7933	0.135165	
6.9	11.7603	0.136402	
6.95	11.7274	0.137629	
7	11.6946	0.138846	
7.05	11.6621	0.140051	
7.1	11.6297	0.141245	
7.15	11.5974	0.142427	
7.2	11.5654	0.143596	
7.25	11.5334	0.144753	
7.3	11.5017	0.145897	
7.35	11.4701	0.147028	
7.4	11.4387	0.148145	
7.45	11.4074	0.149249	
7.5	11.3763	0.150338	
7.55	11.3453	0.151413	
7.6	11.3145	0.152474	
7.65	11.2839	0.153521	
7.7	11.2534	0.154553	
7.75	11.2231	0.15557	
7.8	11.1929	0.156572	
7.85	11.1629	0.157559	
7.9	11.133	0.158531	
7.95	11.1033	0.159488	
8	11.0737	0.16043	
8.05	11.0443	0.161357	
8.1	11.015	0.162268	
8.15	10.9859	0.163163	
8.2	10.9569	0.164044	
8.25	10.9281	0.164908	
8.3	10.8994	0.165758	
8.35	10.8708	0.166592	
8.4	10.8424	0.16741	
8.45	10.8142	0.168213	
8.5	10.7861	0.169001	
8.55	10.7581	0.169773	
8.6	10.7303	0.17053	
8.65	10.7026	0.171271	
8.7	10.6751	0.171997	
8.75	10.6477	0.172708	
8.8	10.6204	0.173403	
8.85	10.5933	0.174083	
8.9	10.5663	0.174748	
8.95	10.5394	0.175398	
9	10.5127	0.176033	
9.05	10.4861	0.176653	
9.1	10.4596	0.177258	
9.15	10.4333	0.177848	
9.2	10.4071	0.178423	
9.25	10.3811	0.178983	
9.3	10.3552	0.179529	
9.35	10.3294	0.18006	
9.4	10.3037	0.180576	
9.45	10.2782	0.181079	
9.5	10.2528	0.181566	
9.55	10.2275	0.18204	
9.6	10.2023	0.182499	
9.65	10.1773	0.182944	
9.7	10.1524	0.183375	
9.75	10.1276	0.183793	
9.8	10.103	0.184196	
9.85	10.0785	0.184586	
9.9	10.054	0.184962	
9.95	10.0298	0.185324	
10	10.0056	0.185673	
10.05	9.98157	0.186008	
10.1	9.95765	0.186331	
10.15	9.93385	0.18664	
10.2	9.91017	0.186936	
10.25	9.88661	0.187219	
10.3	9.86316	0.187489	
10.35	9.83983	0.187746	
10.4	9.81662	0.187991	
10.45	9.79353	0.188223	
10.5	9.77055	0.188443	
10.55	9.74768	0.18865	
10.6	9.72493	0.188845	
10.65	9.7023	0.189028	
10.7	9.67977	0.189198	
10.75	9.65736	0.189357	
10.8	9.63505	0.189504	
10.85	9.61286	0.189639	
10.9	9.59078	0.189763	
10.95	9.56881	0.189875	
11	9.54695	0.189976	
11.05	9.52519	0.190065	
11.1	9.50355	0.190143	
11.15	9.48201	0.19021	
11.2	9.46058	0.190266	
11.25	9.43925	0.190311	
11.3	9.41803	0.190345	
11.35	9.39691	0.190369	
11.4	9.3759	0.190382	
11.45	9.35499	0.190385	
11.5	9.33418	0.190377	
11.55	9.31348	0.190359	
11.6	9.29288	0.190331	
11.65	9.27238	0.190293	
11.7	9.25198	0.190244	
11.75	9.23168	0.190187	
11.8	9.21148	0.190119	
11.85	9.19138	0.190042	
11.9	9.17138	0.189955	
11.95	9.15147	0.189859	
12	9.13166	0.189754	
12.05	9.11195	0.189639	
12.1	9.09234	0.189516	
12.15	9.07282	0.189383	
12.2	9.0534	0.189242	
12.25	9.03407	0.189092	
12.3	9.01483	0.188933	
12.35	8.99569	0.188766	
12.4	8.97665	0.18859	
12.45	8.95769	0.188406	
12.5	8.93883	0.188214	
12.55	8.92005	0.188014	
12.6	8.90137	0.187806	
12.65	8.88278	0.18759	
12.7	8.86428	0.187366	
12.75	8.84587	0.187135	
12.8	8.82754	0.186896	
12.85	8.80931	0.186649	
12.9	8.79116	0.186395	
12.95	8.7731	0.186134	
13	8.75512	0.185866	
13.05	8.73724	0.185591	
13.1	8.71944	0.185309	
13.15	8.70172	0.18502	
13.2	8.68409	0.184725	
13.25	8.66654	0.184422	
13.3	8.64908	0.184114	
13.35	8.63169	0.183799	
13.4	8.6144	0.183478	
13.45	8.59718	0.18315	
13.5	8.58005	0.182817	
13.55	8.56299	0.182477	
13.6	8.54602	0.182132	
13.65	8.52913	0.181781	
13.7	8.51232	0.181424	
13.75	8.49558	0.181062	
13.8	8.47893	0.180694	
13.85	8.46236	0.180321	
13.9	8.44586	0.179943	
13.95	8.42944	0.17956	
14	8.4131	0.179172	
14.05	8.39683	0.178779	
14.1	8.38064	0.178381	
14.15	8.36452	0.177978	
14.2	8.34848	0.177571	
