0	0.002683	
0.05	0.0518244	
0.1	0.0724515	
0.15	0.103671	
0.2	0.151156	
0.25	0.205554	
0.3	0.256209	
0.35	0.300912	
0.4	0.342243	
0.45	0.391523	
0.5	0.462404	
0.55	0.561504	
0.6	0.669015	
0.65	0.761822	
0.7	0.838084	
0.75	0.90097	
0.8	0.94875	
0.85	0.980693	
0.9	1	
0.95	0.999903	
1	0.999362	
1.05	0.998823	
1.1	0.998286	
1.15	0.997751	
1.2	0.997218	
1.25	0.996688	
1.3	0.996159	
1.35	0.995632	
1.4	0.995108	
1.45	0.994585	
1.5	0.994065	
1.55	0.993547	
1.6	0.99303	
1.65	0.992516	
1.7	0.992003	
1.75	0.991493	
1.8	0.990985	
1.85	0.990478	
1.9	0.989974	
1.95	0.989471	
2	0.988971	
2.05	0.988472	
2.1	0.987976	
2.15	0.987481	
2.2	0.986988	
2.25	0.986497	
2.3	0.986008	
2.35	0.985521	
2.4	0.985036	
2.45	0.984553	
2.5	0.984071	
2.55	0.983592	
2.6	0.983114	
2.65	0.982638	
2.7	0.982164	
2.75	0.981692	
2.8	0.981221	
2.85	0.980753	
2.9	0.980286	
2.95	0.979821	
3	0.979358	
3.05	0.978897	
3.1	0.978437	
3.15	0.97798	
3.2	0.977524	
3.25	0.977069	
3.3	0.976617	
3.35	0.976166	
3.4	0.975717	
3.45	0.97527	
3.5	0.974824	
3.55	0.974381	
3.6	0.973938	
3.65	0.973498	
3.7	0.973059	
3.75	0.972622	
3.8	0.972187	
3.85	0.971753	
3.9	0.971321	
3.95	0.970891	
4	0.970462	
4.05	0.970035	
4.1	0.96961	
4.15	0.969186	
4.2	0.968764	
4.25	0.968344	
4.3	0.967925	
4.35	0.967508	
4.4	0.967092	
4.45	0.966678	
4.5	0.966265	
4.55	0.965855	
4.6	0.965445	
4.65	0.965037	
4.7	0.964631	
4.75	0.964227	
4.8	0.963823	
4.85	0.963422	
4.9	0.963022	
4.95	0.962623	
5	0.962226	
5.05	0.961831	
5.1	0.961437	
5.15	0.961045	
5.2	0.960654	
5.25	0.960264	
5.3	0.959876	
5.35	0.95949	
5.4	0.959105	
5.45	0.958721	
5.5	0.958339	
5.55	0.957958	
5.6	0.957579	
5.65	0.957201	
5.7	0.956825	
5.75	0.95645	
5.8	0.956076	
5.85	0.955704	
5.9	0.955334	
5.95	0.954964	
6	0.954596	
6.05	0.95423	
6.1	0.953865	
6.15	0.953501	
6.2	0.953139	
6.25	0.952778	
6.3	0.952418	
6.35	0.95206	
6.4	0.951703	
6.45	0.951347	
6.5	0.950993	
6.55	0.95064	
6.6	0.950289	
6.65	0.949938	
6.7	0.949589	
6.75	0.949242	
6.8	0.948895	
6.85	0.94855	
6.9	0.948206	
6.95	0.947864	
7	0.947523	
7.05	0.947183	
7.1	0.946844	
7.15	0.946507	
7.2	0.946171	
7.25	0.945836	
7.3	0.945502	
7.35	0.94517	
7.4	0.944838	
7.45	0.944508	
7.5	0.94418	
7.55	0.943852	
7.6	0.943526	
7.65	0.943201	
7.7	0.942877	
7.75	0.942554	
7.8	0.942233	
7.85	0.941912	
7.9	0.941593	
7.95	0.941275	
8	0.940959	
8.05	0.940643	
8.1	0.940328	
8.15	0.940015	
8.2	0.939703	
8.25	0.939392	
8.3	0.939082	
8.35	0.938773	
8.4	0.938466	
8.45	0.938159	
8.5	0.937854	
8.55	0.93755	
8.6	0.937247	
8.65	0.936945	
8.7	0.936644	
8.75	0.936344	
8.8	0.936045	
8.85	0.935747	
8.9	0.935451	
8.95	0.935155	
9	0.934861	
9.05	0.934567	
9.1	0.934275	
9.15	0.933984	
9.2	0.933694	
9.25	0.933404	
9.3	0.933116	
9.35	0.932829	
9.4	0.932543	
9.45	0.932258	
9.5	0.931974	
9.55	0.931691	
9.6	0.931409	
9.65	0.931128	
9.7	0.930848	
9.75	0.930569	
9.8	0.930291	
9.85	0.930014	
9.9	0.929738	
9.95	0.929463	
10	0.929189	
10.05	0.928916	
10.1	0.928644	
10.15	0.928373	
10.2	0.928102	
10.25	0.927833	
10.3	0.927565	
10.35	0.927297	
10.4	0.927031	
10.45	0.926766	
10.5	0.926501	
10.55	0.926237	
10.6	0.925975	
10.65	0.925713	
10.7	0.925452	
10.75	0.925192	
10.8	0.924933	
10.85	0.924675	
10.9	0.924418	
10.95	0.924161	
11	0.923906	
11.05	0.923651	
11.1	0.923397	
11.15	0.923145	
11.2	0.922893	
11.25	0.922642	
11.3	0.922391	
11.35	0.922142	
11.4	0.921893	
11.45	0.921646	
11.5	0.921399	
11.55	0.921153	
11.6	0.920908	
11.65	0.920664	
11.7	0.92042	
11.75	0.920177	
11.8	0.919936	
11.85	0.919695	
11.9	0.919454	
11.95	0.919215	
12	0.918976	
12.05	0.918739	
12.1	0.918502	
12.15	0.918266	
12.2	0.91803	
12.25	0.917796	
12.3	0.917562	
12.35	0.917329	
12.4	0.917096	
12.45	0.916865	
12.5	0.916634	
12.55	0.916404	
12.6	0.916175	
12.65	0.915947	
12.7	0.915719	
12.75	0.915492	
12.8	0.915266	
12.85	0.915041	
12.9	0.914816	
12.95	0.914592	
13	0.914369	
13.05	0.914146	
13.1	0.913925	
13.15	0.913703	
13.2	0.913483	
13.25	0.913264	
13.3	0.913045	
13.35	0.912826	
13.4	0.912609	
13.45	0.912392	
13.5	0.912176	
13.55	0.911961	
13.6	0.911746	
13.65	0.911532	
13.7	0.911319	
13.75	0.911106	
13.8	0.910894	
13.85	0.910683	
13.9	0.910472	
13.95	0.910262	
14	0.910053	
14.05	0.909844	
14.1	0.909636	
14.15	0.909429	
14.2	0.909222	
14.25	0.909016	
14.3	0.908811	
14.35	0.908606	
14.4	0.908402	
14.45	0.908199	
14.5	0.907996	
14.55	0.907794	
14.6	0.907592	
14.65	0.907391	
14.7	0.907191	
14.75	0.906991	
14.8	0.906792	
14.85	0.906593	
14.9	0.906395	
14.95	0.906198	
15	0.906001	
15.05	0.905805	
15.1	0.90561	
15.15	0.905415	
15.2	0.905221	
15.25	0.905027	
15.3	0.904834	
15.35	0.904641	
15.4	0.904449	
15.45	0.904258	
15.5	0.904067	
